Keyfield,Keyfield,Sample Year,Sample Period,Agency,Date,Season,Station ID,Time,Depth,Latitude,Longitude,Temperature (C) ,Salinity,Total Depth (m),Secchi Depth (m),Secchi as % of Total,Sample Depth (m),Sample Depth as % of Total,pH,Dissolved Oxygen (mg/L),Vol TP filtered (ml),Vol Chl filtered (L),Chl a (ug/L),Chl a EXO (ug/L),Phaeophytin (ug/L),NH4  (uM),PO4  (uM),N+N  (uM),NO3  (uM),NO2  (uM),Si  (uM),DIN  (uM),TDP  (uM),DOP  (uM),TP  (uM)
10CGW-06Surface,10CGW-06 Surf,2016-2017,A,NOAA,10/5/2017,Wet,CGW-06,11:20,Surface,25.71055,-80.27949,26.02,3.77,9999,9999,9999,9999,9999,9999,5.96,1000,0.1,2.349,1.92,1.338,5.31,0.44,23.45,23.02,0.44,44,28.77,0.44,9999,9999
11CGW-06Surface,11CGW-06 Surf,2016-2017,A,NOAA,11/17/2017,Dry,CGW-06,9:45,Surface,25.71055,-80.27949,26.01,7.98,9999,9999,9999,9999,9999,9999,3.62,1000,0.1,0.538,0.72,0.296,4.91,0.99,74.87,74.59,0.28,99.2,79.78,0.99,9999,9999
12CGW-06Surface,12CGW-06 surf,2016-2017,A,NOAA,12/18/2017,Dry,CGW-06,10:12,Surface,25.71055,-80.27949,24.555,5.71,9999,9999,9999,9999,9999,9999,6.37,1000,0.1,1.279,9999,0.607,4.89,0.34,119.16,118.81,0.34,65.7,124.04,0.34,9999,9999
No_keyfield,No_keyfield,2020-2021,B,FIU,9/29/2020,Wet,CGW-06,12:35,Surface,25.71055,-80.27949,28.9,6.4,1.1,9999,9999,0.3,0.27,7.26,2.83,9999,0.15,0.799,9999,0.415,3.67,1.46,86.65,86.47,0.18,81.9,90.32,1.46,9999,9999
No_keyfield,No_keyfield,2020-2021,B,FIU,10/14/2020,Wet,CGW-06,11:15,Surface,25.71055,-80.27949,29.1,7.7,0.6,9999,9999,0.3,0.5,7.25,2.17,9999,0.2,3.277,9999,0.7,3.915,1.115,54.85,54.6,0.245,58.95,58.765,1.115,9999,9999
No_keyfield,No_keyfield,2020-2021,B,FIU,10/28/2020,Wet,CGW-06,11:10,Surface,25.71055,-80.27949,27.7,2.7,1,9999,9999,0.3,0.3,7.07,3.47,9999,0.2,0.319,9999,0.394,3.05,1.54,95.26,95.08,0.19,126.4,98.31,1.54,9999,9999
No_keyfield,No_keyfield,2020-2021,B,FIU,11/12/2020,Dry,CGW-06,9:37,Surface,25.71055,-80.27949,27.4,2.6,1,9999,9999,0.3,0.3,7.33,3.53,9999,0.2,0.221,9999,0.108,1.67,1.12,89.52,89.42,0.11,112.3,91.19,1.12,9999,9999
No_keyfield,No_keyfield,2020-2021,B,FIU,12/14/2020,Dry,CGW-06,11:50,Surface,25.71055,-80.27949,23.9,11,1,9999,9999,0.3,0.3,7.29,4.72,9999,0.2,0.848,9999,0.402,3.007,1.5,58.85,58.58,0.27,70.94,61.857,1.5,9999,9999
No_keyfield,No_keyfield,2020-2021,B,UMASS,1/27/2021,Dry,CGW-06,12:56,Surface,25.71055,-80.27949,25.8,13.3,2.5,1.7,0.68,0.3,0.12,7.53,4.64,9999,0.15,0.341,9999,0.381,4.987,1.163,35.024,34.773,0.251,42.994,40.011,1.163,9999,9999
No_keyfield,No_keyfield,2020-2021,B,UMASS,2/25/2021,Dry,CGW-06,11:06,Surface,25.71055,-80.27949,25.8,14.7,2.7,1.6,0.6,0.3,0.11,7.63,4.99,9999,0.15,0.89,9999,0.854,2.464,1.428,55.26,54.961,0.299,68.314,57.724,1.428,9999,9999
No_keyfield,No_keyfield,2020-2021,B,UMASS,3/25/2021,Dry,CGW-06,11:04,Surface,25.71055,-80.27949,26.1,19.1,2.7,1.5,0.56,0.3,0.11,7.6,5.18,9999,0.1,1.102,9999,0.847,2.293,1.307,39.65,39.455,0.195,62.583,41.943,1.307,9999,9999
No_keyfield,No_keyfield,2020-2021,B,UMASS,4/23/2021,Dry,CGW-06,11:15,Surface,25.71055,-80.27949,28.3,16.9,2.6,1.6,0.62,0.3,0.12,7.46,3.88,9999,0.1,1.2,9999,1.392,3.028,1.37,45.745,45.385,0.36,63.632,48.773,1.37,9999,9999
No_keyfield,No_keyfield,2020-2021,B,UMASS,5/24/2021,Dry,CGW-06,11:10,Surface,25.71055,-80.27949,29.5,14.3,2.4,1.5,0.63,0.3,0.13,7.65,5.06,9999,0.15,0.621,9999,0.397,3.718,1.388,47.351,47.088,0.263,69.135,51.069,1.388,9999,9999
No_keyfield,No_keyfield,2020-2021,B,FIU/MWK,6/7/2021,Wet,CGW-06,10:31,Surface,25.71055,-80.27949,31.6,12.5,2,2,1,0.3,0.15,7.66,5.15,9999,0.15,0.716,9999,1.044,4.388,1.469,37.2,36.921,0.279,81.901,41.588,1.469,9999,9999
No_keyfield,No_keyfield,2020-2021,B,UMASS,6/23/2021,Wet,CGW-06,11:11,Surface,25.71055,-80.27949,30.4,15.2,1.6,1.6,1,0.3,0.19,7.53,5.08,9999,0.15,3.473,9999,1.551,3.526,1.495,50.91,50.584,0.326,74.15,54.436,1.495,9999,9999
No_keyfield,No_keyfield,2020-2021,B,UMASS,7/21/2021,Wet,CGW-06,10:27,Surface,25.71055,-80.27949,32.2,11,2.5,1.4,0.56,0.3,0.12,9999,9999,9999,0.15,0.73,9999,0.672,2.347,1.32,58.63,58.446,0.184,91.18,60.977,1.32,9999,9999
No_keyfield,No_keyfield,2020-2021,B,FIU/MWK,8/5/2021,Wet,CGW-06,11:27,Surface,25.71055,-80.27949,29.6,8.8,0.5,0.5,1,0.3,0.6,6.99,1.7,9999,0.15,0.326,9999,0.36,6.174,1.557,39.309,39.949,0.64,87.494,45.483,1.557,9999,9999
No_keyfield,No_keyfield,2020-2021,B,UMASS,8/19/2021,Wet,CGW-06,10:16,Surface,25.71055,-80.27949,31,9.7,2.6,1.7,0.64,2,0.77,7.58,4.79,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999
No_keyfield,No_keyfield,2020-2021,B,UMASS,9/3/2021,Wet,CGW-06,11:01,Surface,25.71055,-80.27949,30.6,8.6,2.5,1.5,0.58,9999,0,7.35,2.53,9999,0.15,0.583,9999,0.205,6.547,1.381,41.263,41.851,0.588,92.599,47.81,1.381,9999,9999
10CGW-07,10CGW-07,2016-2017,A,UMASS,10/14/2016,Wet,CGW-07,11:40,Surface,25.72337,-80.26664,29.2,18,2.2,2.2,1,1,0.45,7.58,4.2,9999,0.3,2.09,9999,1.4,0,0.618,8.241,7.541,0.7,23.024,8.241,9999,9999,9999
11CGW-07,11CGW-07,2016-2017,A,UMASS,11/14/2016,Dry,CGW-07,12:10,Surface,25.72337,-80.26664,27.3,17,2.1,2.1,1,1,0.48,7.57,9999,9999,0.3,2.84,9999,1.33,0,0.768,9.406,8.914,0.492,28.382,9.406,9999,9999,9999
12CGW-07,12CGW-07,2016-2017,A,UMASS,12/14/2016,Dry,CGW-07,12:10,Surface,25.72337,-80.26664,27.3,16.08,2.2,2.2,1,1,0.45,7.52,9999,9999,0.3,0.9,9999,1.36,5.303,1.209,37.392,36.053,0.477,54.094,41.833,0.651,0,9999
1CGW-07,1CGW-07,2016-2017,A,UMASS,1/13/2017,Dry,CGW-07,12:20,Surface,25.72337,-80.26664,23.8,18,2.3,2.3,1,1,0.43,7.71,9999,9999,0.3,1.22,9999,0.95,0.812,0.732,33.808,33.431,0.377,33.122,34.62,0.814,0.082,9999
2CGW-07,2CGW-07,2016-2017,A,UMASS,2/10/2017,Dry,CGW-07,12:00,Surface,25.72337,-80.26664,26.1,23.5,2,2,1,1,0.5,7.61,9999,9999,0.1,1.63,9999,1.4,2.061,0.861,27.967,27.767,0.2,54.208,30.028,3.488,2.627,9999
3CGW-07,3CGW-07,2016-2017,A,UMASS,3/14/2017,Dry,CGW-07,13:30,Surface,25.72337,-80.26664,26.4,20,2.2,2.2,1,1,0.45,7.66,9999,9999,0.1,3.2,9999,1.73,1.45,0.981,36.12,35.853,0.267,53.811,37.57,2,1.019,9999
4CGW-07Surface,4CGW-07,2016-2017,A,NOAA,4/13/2017,Dry,CGW-07,12:45,Surface,25.72337,-80.26664,26.14,25.9,9999,9999,9999,9999,9999,9999,6.29,9999,0.1,2.95,2.44,1.05,0.836,0.78,21.308,21.028,0.28,43.368,22.144,9999,9999,9999
5CGW-07,5CGW-07,2016-2017,A,UMASS,5/9/2017,Dry,CGW-07,12:20,Surface,25.72337,-80.26664,28.7,17,2.1,2.1,1,1,0.48,7.54,4.65,9999,0.1,6.22,9999,0.49,2.198,0.588,25.809,25.506,0.303,51.998,28.007,9999,9999,9999
6CGW-07 surface A,6CGW-07 Surf A,2016-2017,A,UMASS,6/8/2017,Wet,CGW-07,13:10,Surface,25.72337,-80.26664,26.9,2.1,2,1.8,0.9,0.5,0.25,9999,9999,9999,0.1,1.32,9999,0.6,23.9,0.874,33.176,32.601,0.575,115.18,57.076,9999,9999,9999
6CGW-07 surface B,6CGW-07 Surf B,2016-2017,A,UMASS,6/23/2017,Wet,CGW-07,12:45,Surface,25.72337,-80.26664,29.1,6.4,2.3,1.9,0.83,0.5,0.22,7.54,9999,9999,0.1,5.61,9999,0.77,0.727,0.361,39.2,38.813,0.387,51.259,39.927,9999,9999,9999
7CGW-07 surface,7CGW-07 Surf,2016-2017,A,UMASS,7/6/2017,Wet,CGW-07,11:20,Surface,25.72337,-80.26664,30.3,8.2,2.2,2.2,1,0.5,0.23,7.59,9999,9999,0.1,4.44,9999,1.57,3.885,0.854,27.952,27.688,0.264,60.962,31.837,9999,9999,9999
8CGW-07 surface,8CGW-07 Surf,2016-2017,A,UMASS,8/7/2017,Wet,CGW-07,13:15,Surface,25.72337,-80.26664,32.4,5,9999,9999,9999,9999,9999,9999,9999,1000,0.1,4.12,9999,0.89,1.288,0.452,21.2,20.957,0.243,46.697,22.488,9999,9999,9999
8CGW-08 surface,8CGW-08 Surf,2016-2017,A,NOAA,8/21/2017,Wet,CGW-07,10:55,Surface,25.72337,-80.26664,31.26,10.88,9999,9999,9999,9999,9999,9999,2.99,1000,0.1,1.39,9999,0.81,9.132,1.104,26.728,26.099,0.629,79.521,35.86,9999,9999,9999
9CGW-08Surface,9CGW-08 Surf,2016-2017,A,NOAA,9/28/2017,Wet,CGW-07,7:23,Surface,25.72337,-80.26664,28.27,6.41,9999,9999,9999,9999,9999,9999,3.05,1000,0.1,2.866,2.4,1.237,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999
10CGW-08Surface,10CGW-08 Surf,2016-2017,A,NOAA,10/5/2017,Wet,CGW-07,11:24,Surface,25.72337,-80.26664,27.41,10.95,9999,9999,9999,9999,9999,9999,4.48,1000,0.1,1.396,1.75,1.061,9.79,0.71,36.17,35.56,0.62,52.3,45.96,0.71,9999,9999
11CGW-07Surface,11CGW-07 Surf,2016-2017,A,NOAA,11/17/2017,Dry,CGW-07,9:27,Surface,25.72337,-80.26664,25.37,4.47,9999,9999,9999,9999,9999,9999,3.2,1000,0.1,0.69,1.05,0.504,16.61,0.79,62.13,60.62,1.51,105.4,78.75,0.79,9999,9999
12CGW-07Surface,12CGW-07 surf,2016-2017,A,NOAA,12/18/2017,Dry,CGW-07,10:36,Surface,25.72337,-80.26664,23.92,13.81,9999,9999,9999,9999,9999,9999,5.64,1000,0.1,0.979,9999,0,7.49,0.25,0,0,1.01,90,7.49,0.25,9999,9999
No_keyfield,No_keyfield,2020-2021,B,UMASS,9/29/2020,Wet,CGW-07,13:00,Surface,25.72337,-80.26664,29,4,1.5,9999,9999,0.5,0.33,7.14,3.8,9999,0.15,3.18,9999,0.378,5.72,0.96,61.13,60.5,0.63,44.2,66.85,0.96,9999,9999
No_keyfield,No_keyfield,2020-2021,B,UMASS,10/14/2020,Wet,CGW-07,12:31,Surface,25.72337,-80.26664,28.9,7.8,2,9999,9999,0.3,0.15,7.31,3.93,9999,0.2,2.765,9999,0.801,4.51,0.82,51.06,50.6,0.46,65.8,55.57,0.82,9999,9999
No_keyfield,No_keyfield,2020-2021,B,UMASS,10/28/2020,Wet,CGW-07,12:14,Surface,25.72337,-80.26664,27.7,1.4,2.3,9999,9999,0.5,0.22,7.27,3.33,9999,0.2,2.991,9999,0.592,10.65,0.65,55.96,54.57,1.39,108.9,66.61,0.65,9999,9999
No_keyfield,No_keyfield,2020-2021,B,UMASS,11/12/2020,Dry,CGW-07,11:16,Surface,25.72337,-80.26664,26.7,1,2.3,9999,9999,0.5,0.22,7.17,2.91,9999,0.2,1.918,9999,0.531,12.89,0.84,79.14,77.32,1.82,131,92.03,0.84,9999,9999
No_keyfield,No_keyfield,2020-2021,B,UMASS,12/14/2020,Dry,CGW-07,12:31,Surface,25.72337,-80.26664,24,11.1,2.5,9999,9999,0.5,0.2,7.56,5.54,9999,0.2,2.17,9999,0.744,2.805,1.22,63.03,62.64,0.38,73.63,65.835,1.27,9999,9999
No_keyfield,No_keyfield,2020-2021,B,FIU ,1/27/2021,Dry,CGW-07,13:35,Surface,25.72337,-80.26664,24.6,14.3,1.7,1.7,1,0.3,0.18,7.36,5.31,9999,0.15,2.389,9999,1.22,3.121,1.059,47.997,47.633,0.364,56.003,51.118,1.059,9999,9999
No_keyfield,No_keyfield,2020-2021,B,FIU,2/25/2021,Dry,CGW-07,11:31,Surface,25.72337,-80.26664,25.4,11.4,2.5,2.5,1,0.3,0.12,7.44,5.14,9999,0.15,2.745,9999,1.526,1.661,0.814,49.786,49.476,0.31,51.911,51.447,0.814,9999,9999
No_keyfield,No_keyfield,2020-2021,B,FIU,3/25/2021,Dry,CGW-07,11:17,Surface,25.72337,-80.26664,25.6,16.9,2.1,2.1,1,0.3,0.14,7.57,5.44,9999,0.1,2.456,9999,2.195,1.911,1.156,41.825,41.473,0.352,58.945,43.736,1.156,9999,9999
No_keyfield,No_keyfield,2020-2021,B,FIU,4/23/2021,Dry,CGW-07,10:00,Surface,25.72337,-80.26664,27.4,15.5,2.4,2.4,1,0.3,0.13,7.33,4.32,9999,0.1,4.906,9999,3.903,1.992,1.121,44.507,44.065,0.442,61.886,46.499,1.121,9999,9999
No_keyfield,No_keyfield,2020-2021,B,FIU,5/24/2021,Dry,CGW-07,11:09,Surface,25.72337,-80.26664,27.2,14.3,2.1,2.1,1,0.3,0.14,7.5,5.77,9999,0.15,4.761,9999,2.006,1.584,0.553,38.485,38.168,0.317,56.015,40.069,0.579,9999,9999
No_keyfield,No_keyfield,2020-2021,B,FIU,6/7/2021,Wet,CGW-07,11:26,Surface,25.72337,-80.26664,29.8,14.9,2.4,1.8,0.75,0.3,0.13,7.39,4.98,9999,0.15,5.037,9999,2.964,2.034,0.663,30.865,30.463,0.402,77.963,32.899,0.663,9999,9999
No_keyfield,No_keyfield,2020-2021,B,FIU,6/23/2021,Wet,CGW-07,10:40,Surface,25.72337,-80.26664,29.9,12.8,2.2,2.2,1,0.3,0.14,7.36,4.53,9999,0.15,14.69,9999,7.184,2.327,1.213,49.529,49.075,0.454,73.662,51.856,1.213,9999,9999
No_keyfield,No_keyfield,2020-2021,B,FIU,7/21/2021,Wet,CGW-07,9:34,Surface,25.72337,-80.26664,29,6.9,1.7,1.7,1,0.3,0.18,7.25,4.24,9999,0.15,1.54,9999,1.856,3.205,1.324,66.059,65.686,0.373,97.019,69.264,1.324,9999,9999
No_keyfield,No_keyfield,2020-2021,B,FIU,8/5/2021,Wet,CGW-07,10:50,Surface,25.72337,-80.26664,29.6,8.7,2.4,2,0.83,0.3,0.13,7.21,5.95,9999,0.15,6.068,9999,1.075,2.381,0.663,49.786,50.326,0.54,93.935,52.167,0.663,9999,9999
No_keyfield,No_keyfield,2020-2021,B,FIU,8/19/2021,Wet,CGW-07,9:31,Surface,25.72337,-80.26664,29.4,7.7,2.1,2.1,1,0.3,0.14,7.1,4.31,9999,0.15,3.348,9999,1.804,4.348,0.888,36.606,37.136,0.53,97.356,40.954,0.888,9999,9999
No_keyfield,No_keyfield,2020-2021,B,FIU/NOAA,9/3/2021,Wet,CGW-07,11:35,Surface,25.72337,-80.26664,28.9,6.6,9999,9999,9999,9999,9999,7.11,3.39,9999,0.15,3.417,9999,1.59,6.777,0.861,51.364,52.174,0.81,84.387,58.141,0.861,9999,9999
10CGW-08Surface,10CGW-08,2016-2017,A,NOAA,10/14/2016,Wet,CGW-08,10:35,Surface,25.72967,-80.27176,9999,13.4,9999,9999,9999,9999,9999,9999,9999,9999,0.2,4.14,9999,2.09,1.337,1.049,25.705,25.131,0.574,41.272,27.042,9999,9999,9999
11CGW-08Surface,11CGW-08,2016-2017,A,NOAA,11/14/2016,Dry,CGW-08,12:00,Surface,25.72967,-80.27176,25.9,10.8,9999,9999,9999,9999,9999,9999,9999,9999,0.1,10.13,9999,0.83,1.072,0.85,19.651,19.239,0.412,30.325,20.723,9999,9999,9999
12CGW-08Surface,12CGW-08,2016-2017,A,NOAA,12/14/2016,Dry,CGW-08,12:30,Surface,25.72967,-80.27176,26.3,8.8,9999,9999,9999,9999,9999,9999,9999,9999,0.1,3.47,9999,1.77,14.197,0.647,46.848,45.13,1.339,79.965,60.666,0.501,0,9999
1CGW-08,1CGW-08,2016-2017,A,UMASS,1/13/2017,Dry,CGW-08,14:05,Surface,25.72967,-80.27176,25.2,11.3,2,2,1,0.5,0.25,7.72,9999,9999,0.3,4.3,9999,1.4,1.695,1.307,38.272,37.946,0.326,59.595,39.967,0.595,0,9999
2CGW-08Surface,2CGW-08,2016-2017,A,NOAA,2/10/2017,Dry,CGW-08,10:52,Surface,25.72967,-80.27176,24.4,7.7,9999,9999,9999,9999,9999,9999,9999,9999,0.2,9.54,9999,2.43,9.331,0.894,77.676,76.987,0.689,95.763,87.007,2.164,1.27,9999
3CGW-08Surface,3CGW-08,2016-2017,A,NOAA,3/14/2017,Dry,CGW-08,12:50,Surface,25.72967,-80.27176,25.87,14.56,9999,9999,9999,9999,9999,9999,6.41,9999,0.1,4.36,5.62,1.61,1.956,0.663,47.139,46.663,0.476,78.737,49.095,1.707,1.044,9999
4CGW-08Surface,4CGW-08,2016-2017,A,NOAA,4/13/2017,Dry,CGW-08,12:57,Surface,25.72967,-80.27176,26.39,16.65,9999,9999,9999,9999,9999,9999,6.72,9999,0.1,4.36,5.78,1.61,0.858,0.605,23.674,23.331,0.343,71.737,24.532,9999,9999,9999
5CGW-08Surface,5CGW-08,2016-2017,A,NOAA,5/9/2017,Dry,CGW-08,10:21,Surface,25.72967,-80.27176,27.06,12.25,9999,9999,9999,9999,9999,9999,6.53,1000,0.1,12.64,10.11,1.21,4.661,0.141,31.496,30.934,0.562,72.7,36.157,9999,9999,9999
6CGW-08 surface A,6CGW-08 Surf A,2016-2017,A,NOAA,6/8/2017,Wet,CGW-08,11:16,Surface,25.72967,-80.27176,26.54,0.31,9999,9999,9999,9999,9999,9999,2.49,1000,0.1,2.5,4.6,0.56,47.344,0.447,27.231,26.531,0.7,94.558,74.575,9999,9999,9999
6CGW-08 surface B,6CGW-08 Surf B,2016-2017,A,UMASS,6/23/2017,Wet,CGW-08,NA,Surface,25.72967,-80.27176,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,0.469,0.062,34.241,33.444,0.797,74.227,34.71,9999,9999,9999
7CGW-08 surface,7CGW-08 Surf,2016-2017,A,NOAA,7/6/2017,Wet,CGW-08,9:59,Surface,25.72967,-80.27176,29.94,4.97,9999,9999,9999,9999,9999,9999,5.94,1000,0.1,16.92,10.48,1.28,7.714,0.304,27.139,26.639,0.5,85.995,34.853,9999,9999,9999
8CGW-08 surface,8CGW-08 Surf,2016-2017,A,NOAA,8/21/2017,Wet,CGW-08,11:08,Surface,25.72967,-80.27176,30.07,2.83,9999,9999,9999,9999,9999,9999,2.85,1000,0.1,3.32,9999,1.35,21.916,0.998,24.52,23.895,0.625,118.944,46.436,9999,9999,9999
9CGW-08Surface,9CGW-08 Surf,2016-2017,A,NOAA,9/28/2017,Wet,CGW-08,7:59,Surface,25.72967,-80.27176,27.39,1.97,9999,9999,9999,9999,9999,9999,5.18,1000,0.1,6.597,4.1,1.921,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999
10CGW-08Surface,10CGW-08 Surf,2016-2017,A,NOAA,10/5/2017,Wet,CGW-08,11:35,Surface,25.72967,-80.27176,26.48,2.87,9999,9999,9999,9999,9999,9999,4.94,1000,0.1,1.309,4.22,0.279,16.89,0.23,48.18,46.71,1.47,102.4,65.06,0.28,9999,9999
11CGW-08Surface,11CGW-08 Surf,2016-2017,A,NOAA,11/17/2017,Dry,CGW-08,10:10,Surface,25.72967,-80.27176,25.32,1.17,9999,9999,9999,9999,9999,9999,2.77,1000,0.1,1.889,9999,0.848,27.92,0.3,35.7,33.75,1.95,139.5,63.62,0.34,9999,9999
12CGW-08Surface,12CGW-08 surf,2016-2017,A,NOAA,12/18/2017,Dry,CGW-08,10:59,Surface,25.72967,-80.27176,23.82,4.43,9999,9999,9999,9999,9999,9999,5.5,1000,0.1,1.263,9999,0.758,4.48,0.23,254.82,253.46,1.36,68.3,259.3,0.23,9999,9999
No_keyfield,No_keyfield,2020-2021,B,NOAA,9/29/2020,Wet,CGW-08,11:40,Surface,25.72967,-80.27176,28.7,1.1,2.5,9999,9999,0.3,0.12,9999,3.94,9999,0.15,9.062,9999,0.804,11.26,0.39,62.93,61.22,1.71,90.7,74.19,0.39,9999,9999
No_keyfield,No_keyfield,2020-2021,B,NOAA,10/14/2020,Wet,CGW-08,11:20,Surface,25.72967,-80.27176,28.3,4.1,1.8,9999,9999,0.3,0.17,7.5,4.55,9999,0.2,4.526,9999,1.352,4.18,0.4,52.83,52.12,0.71,93.6,57.01,0.48,9999,9999
No_keyfield,No_keyfield,2020-2021,B,NOAA,10/28/2020,Wet,CGW-08,14:39,Surface,25.72967,-80.27176,28,0.7,2,9999,9999,0.3,0.15,7.07,4.63,9999,0.2,5.222,9999,0.684,15.52,0.31,59.55,56.83,2.72,136.7,75.07,0.31,9999,9999
No_keyfield,No_keyfield,2020-2021,B,NOAA,11/12/2020,Dry,CGW-08,9:30,Surface,25.72967,-80.27176,26.6,0.5,1.9,9999,9999,0.3,0.16,7,2.42,9999,0.2,2.452,9999,0.575,17.37,0.7,62.94,60.59,2.36,117.3,80.31,0.7,9999,9999
No_keyfield,No_keyfield,2020-2021,B,NOAA,12/14/2020,Dry,CGW-08,12:33,Surface,25.72967,-80.27176,24.6,7.9,2.4,9999,9999,0.1,0.04,8.1,5.61,9999,0.2,4.222,9999,0.699,3.079,0.8,58.27,57.57,0.7,87.36,61.349,1.05,9999,9999
No_keyfield,No_keyfield,2020-2021,B,NOAA,1/27/2021,Dry,CGW-08,13:50,Surface,25.72967,-80.27176,25,8.9,3.5,3.5,1,0.3,0.09,7.8,5.66,9999,0.15,4.485,9999,1.571,6.99,0.377,27.849,26.918,0.931,33.384,34.839,0.498,9999,9999
No_keyfield,No_keyfield,2020-2021,B,NOAA,2/25/2021,Dry,CGW-08,10:47,Surface,25.72967,-80.27176,25.4,6.5,1.8,1.5,0.83,0.3,0.17,7.5,7.59,9999,0.15,13.416,9999,3.3,0.906,0.05,37.645,36.789,0.856,40.481,38.551,0.33,9999,9999
No_keyfield,No_keyfield,2020-2021,B,NOAA,3/25/2021,Dry,CGW-08,10:32,Surface,25.72967,-80.27176,25.8,14.3,2.2,2.2,1,0.3,0.13,7.5,5.48,9999,0.1,4.41,9999,4.181,2.464,1.043,49.119,48.54,0.579,73.72,51.583,1.043,9999,9999
No_keyfield,No_keyfield,2020-2021,B,NOAA,4/23/2021,Dry,CGW-08,9:35,Surface,25.72967,-80.27176,26.6,10,1.9,1.9,1,0.3,0.16,7.71,5.44,9999,0.1,7.265,9999,4.737,2.957,0.586,44.08,43.156,0.924,75.014,47.037,0.586,9999,9999
No_keyfield,No_keyfield,2020-2021,B,NOAA,5/24/2021,Dry,CGW-08,11:21,Surface,25.72967,-80.27176,27.4,13.1,2,9999,9999,0.3,0.15,7.77,6,9999,0.15,20.424,9999,5.052,1.592,0.108,26.573,26.065,0.508,49.407,28.165,0.364,9999,9999
No_keyfield,No_keyfield,2020-2021,B,NOAA,6/7/2021,Wet,CGW-08,11:05,Surface,25.72967,-80.27176,30.9,9.9,1.5,1.3,0.83,0.3,0.2,7.85,11.09,9999,0.15,19.727,9999,8.043,1.072,0.22,22.155,21.758,0.397,90.455,23.227,0.412,9999,9999
No_keyfield,No_keyfield,2020-2021,B,NOAA,6/23/2021,Wet,CGW-08,11:25,Surface,25.72967,-80.27176,30.2,7.5,1.8,1.3,0.71,0.5,0.28,7.54,6.42,9999,0.15,2.46,9999,1.575,1.257,0.125,40.297,39.413,0.884,81.732,41.554,0.454,9999,9999
No_keyfield,No_keyfield,2020-2021,B,NOAA,7/21/2021,Wet,CGW-08,10:35,Surface,25.72967,-80.27176,29.5,3.4,1.9,1.9,1.01,0.7,0.35,7.49,5.17,9999,0.15,9.414,9999,5.27,3.343,0.229,53.257,52.127,1.13,109.533,56.6,0.408,9999,9999
No_keyfield,No_keyfield,2020-2021,B,NOAA,8/5/2021,Wet,CGW-08,11:37,Surface,25.72967,-80.27176,29.7,3.2,0.6,1.5,2.73,0.3,0.55,7.82,8.35,9999,0.15,15.333,9999,3.005,1.641,0.428,45.559,46.404,0.845,94.651,47.2,0.465,9999,9999
No_keyfield,No_keyfield,2020-2021,B,NOAA,8/19/2021,Wet,CGW-08,11:25,Surface,25.72967,-80.27176,30.8,9999,2.5,2.5,1,0.3,0.12,7.37,9999,9999,0.15,9.721,9999,3.457,1.51,0.101,43.916,45.077,1.161,118.05,45.426,0.16,9999,9999
No_keyfield,No_keyfield,2020-2021,B,NOAA,9/3/2021,Wet,CGW-08,10:55,Surface,25.72967,-80.27176,28.2,3.1,1,1,1,9999,0,7.17,4.33,9999,0.15,6.076,9999,2.487,7.519,0.578,56.774,58.056,1.282,104.123,64.293,0.578,9999,9999
10CGW-09Surface,10CGW-09,2016-2017,A,NOAA,10/14/2016,Wet,CGW-09,10:55,Surface,25.72287,-80.2737,9999,6,9999,9999,9999,9999,9999,9999,9999,9999,0.2,3.08,9999,1.21,1.869,1.418,28.616,27.762,0.854,53.92,30.485,9999,9999,9999
11CGW-09Surface,11CGW-09,2016-2017,A,NOAA,11/14/2016,Dry,CGW-09,12:11,Surface,25.72287,-80.2737,25.6,8.2,9999,9999,9999,9999,9999,9999,9999,9999,0.1,11.04,9999,2.55,0.61,1.455,99.66,98.535,1.125,52.515,100.27,9999,9999,9999
12CGW-09Surface,12CGW-09,2016-2017,A,NOAA,12/14/2016,Dry,CGW-09,12:45,Surface,25.72287,-80.2737,25.9,5.1,9999,9999,9999,9999,9999,9999,9999,9999,0.1,12.59,9999,2.59,10.398,0.685,82.304,80.707,1.718,84.326,92.823,0.381,0,9999
1CGW-09,1CGW-09,2016-2017,A,UMASS,1/13/2017,Dry,CGW-09,13:50,Surface,25.72287,-80.2737,24.3,10.2,1.1,1.1,1,0.5,0.45,7.71,9999,9999,0.3,13.49,9999,3.28,1.278,0.889,53.632,52.86,0.772,84.322,54.91,0.813,0,9999
2CGW-09Surface,2CGW-09,2016-2017,A,NOAA,2/10/2017,Dry,CGW-09,11:06,Surface,25.72287,-80.2737,24.8,10.8,9999,9999,9999,9999,9999,9999,9999,9999,0.2,4,9999,1.22,5.539,0.733,52.365,51.954,0.411,77.68,57.904,1.909,1.176,9999
3CGW-09Surface,3CGW-09,2016-2017,A,NOAA,3/14/2017,Dry,CGW-09,13:00,Surface,25.72287,-80.2737,25.41,11.34,9999,9999,9999,9999,9999,9999,4.78,9999,0.1,7.6,5.72,1.14,3.712,0.277,69.198,68.77,0.428,99.664,72.91,1.091,0.814,9999
